UMAP_1,UMAP_2,kmeans_cluster
2.5382938,-5.8274374,2
11.02018,0.3097247,4
2.8933413,-5.7746625,2
3.4595144,-5.635114,2
0.09009317,-1.9134474,2
8.601368,-5.7642593,2
2.71495,-5.4371605,2
-0.71342045,6.7393365,1
3.6942832,-5.422708,2
6.4213266,0.42819738,2
13.039895,-2.1779895,4
2.5247583,-3.803614,2
4.985426,0.6410743,2
17.932673,5.408366,0
1.1761608,9.392144,1
10.960523,0.32359996,4
2.8868897,-4.597653,2
13.26025,-2.3645685,4
8.539702,-5.653211,2
8.796474,-5.396291,2
13.308236,-2.4174936,4
0.61685747,-1.7362487,2
0.099137455,-1.9543072,2
2.8138943,-6.132034,2
-0.0043550213,-1.85771,2
17.9108,5.326641,0
3.4889476,-5.0907483,2
-0.12173221,7.0783606,1
6.704357,0.26169404,2
3.4769979,-5.9839673,2
13.130582,-2.650648,4
-0.40410927,6.9829903,1
-7.4219027,4.4127073,1
8.669408,-5.8125587,2
2.8448586,-6.2585564,2
10.957526,-1.9710692,4
0.06718215,6.7775855,1
1.707768,-5.4922667,2
6.3912625,0.5055087,2
2.454417,-3.7018435,2
10.33484,0.41562983,4
-0.36396596,6.3638906,1
8.213018,-5.366175,2
10.982898,-1.9476731,4
4.935111,0.6323643,2
6.800914,5.565877,5
10.305324,0.45998076,4
17.791674,5.2942452,0
2.860187,-6.2379813,2
8.83581,-5.4503965,2
10.981684,-1.9434383,4
2.8727627,-6.2666545,2
17.827402,5.325005,0
12.734688,-2.6458533,4
17.783588,2.6175704,0
2.8908205,-4.606577,2
10.422579,0.45775336,4
4.993239,0.6762256,2
10.985816,-1.9435598,4
1.7967441,-5.4778438,2
0.5748681,-2.1871278,2
13.096993,-2.1026611,4
6.5068364,0.59254414,2
12.712205,-2.6547337,4
2.4943361,-5.224619,2
-7.4452734,4.8352985,1
6.743857,0.6086999,2
3.4803553,-5.4765983,2
13.260634,-2.3027296,4
13.094025,-2.1477718,4
3.885311,-5.4607487,2
12.747678,-2.647016,4
8.007479,-5.639838,2
0.66910446,-2.1962852,2
2.9315853,-6.1180167,2
2.0970519,-4.9583473,2
18.302202,6.7122903,0
12.720901,-2.620171,4
10.306123,0.56142575,4
-7.2346606,5.9890046,1
2.4433584,-5.2778115,2
6.763125,0.27681616,2
12.497734,-2.3389716,4
2.0849297,-5.07772,2
2.8063245,-5.8926086,2
2.1171126,-5.3319297,2
17.824333,5.323372,0
-0.13757126,7.159988,1
6.6056314,0.13816248,2
8.790018,-5.426147,2
10.363939,0.5091606,4
8.10153,-5.566569,2
2.4926069,-5.7297893,2
8.326682,-5.479099,2
13.28668,-2.642779,4
10.371541,0.47428617,4
0.057465553,6.7917805,1
6.7692657,0.2917324,2
12.615325,-2.2677324,4
1.8651674,-5.495167,2
10.993482,-1.9558185,4
9.80343,6.3516827,5
6.878926,-0.54324996,2
11.916086,-1.4615376,4
2.4024282,-5.195057,2
2.4496229,-5.765067,2
2.5373688,-5.874038,2
2.845862,-6.116305,2
1.8625678,-5.4303427,2
19.199055,4.797899,0
8.989261,-5.5888605,2
-7.355378,4.769924,1
0.67165494,-2.1492975,2
0.58358395,-2.204175,2
1.8351015,-5.371783,2
0.66782963,-2.2017233,2
15.97192,7.074105,0
12.6844845,-2.0901954,4
17.821316,5.133723,0
19.225695,4.7673774,0
2.1782591,-4.87223,2
17.762915,4.1984763,0
17.746475,4.1791873,0
8.767228,-5.993312,2
12.598081,-2.3290443,4
2.7223105,-5.2953515,2
1.9906874,-5.1552877,2
12.496544,-2.3055868,4
17.877642,2.7823648,0
17.738405,2.8045106,0
8.45658,-5.8403187,2
0.677649,-1.9056811,2
0.6802653,-2.2336445,2
12.542473,-1.538723,4
8.71939,-6.014373,2
0.02303785,6.3633733,1
7.679818,-5.602922,2
2.624823,-3.8843822,2
12.3737755,-2.4094155,4
5.026415,0.65837395,2
6.596746,0.47082102,2
8.557268,-5.8298297,2
12.484552,-2.304813,4
11.077407,1.04918,4
13.269378,-2.6667416,4
2.4791627,-3.8259137,2
6.671112,0.36790866,2
2.2583125,9.170616,1
2.573811,-5.488525,2
0.57245386,-1.9546655,2
10.557394,0.63635784,4
1.9638966,-5.4408474,2
10.404201,0.5850292,4
-0.27827266,7.1556797,1
2.2442894,-4.9217253,2
2.2552128,-4.9623675,2
17.852467,2.6709995,0
17.757776,4.1592507,0
-0.24190569,7.1602464,1
-7.225478,5.981358,1
-7.5420666,4.438146,1
2.2953386,-5.0006475,2
8.959076,-5.649145,2
2.1432993,-4.9728627,2
2.7293553,-5.2938266,2
19.134693,6.079223,0
2.8702664,-6.2535987,2
3.5735104,-5.8103995,2
-7.547891,4.436379,1
6.3439384,8.009294,5
18.271528,6.553409,0
3.5403686,-5.9934244,2
2.6213768,-5.7490916,2
-0.37921393,7.036274,1
2.5510669,-3.80304,2
-0.56177926,6.8315606,1
12.978364,-2.0840902,4
17.897474,2.5396378,0
2.7685242,-5.2568154,2
8.9731245,-5.5049424,2
0.95020294,9.259153,1
11.885661,-1.4964665,4
0.5247511,-2.0760686,2
18.016768,2.4979544,0
3.3578923,-4.974515,2
2.8543842,-6.20334,2
8.957733,-5.6715264,2
0.612193,-1.5464311,2
0.41617575,-1.8668809,2
2.3797636,-3.6048152,2
17.800835,5.3070693,0
8.70391,-5.921516,2
-0.98844147,5.7510366,1
3.5142813,-5.339673,2
12.417828,-1.7974435,4
2.4504766,-4.8491096,2
12.709109,-2.7037761,4
6.5554686,0.45075893,2
2.567828,-5.6019607,2
8.730287,-5.9861627,2
2.9054153,-4.6799483,2
2.3030376,-5.8558617,2
18.282482,6.7720976,0
18.074944,3.2701688,0
6.6141887,5.5771756,5
10.615899,0.6377282,4
8.551747,-5.839187,2
8.756726,-5.937532,2
13.132021,-2.0210288,4
4.9926295,0.62610173,2
6.5562716,0.59269184,2
8.496187,-5.6521177,2
12.75941,-2.3879738,4
2.714749,-5.3319893,2
19.166372,4.7464004,0
-0.110718414,7.0476146,1
11.152083,-1.9333521,4
6.867367,-0.5253622,2
0.6204644,-2.2078638,2
13.207475,-2.6675,4
0.48294374,-2.0870147,2
17.76712,2.5352745,0
8.812656,-5.3576465,2
2.616158,-5.790366,2
8.793428,-5.966008,2
2.8626122,-5.5315695,2
6.3966365,8.272291,5
2.4706852,-3.6766145,2
0.001509262,6.8330903,1
10.944576,-1.8621386,4
